Date Time Created,Completed,Job ID,Asset / Position,Lock Off Number,Position 1,Position 2,Position 3,Position,Task,Completion Details,Date : Time Completed,Priority,Work Status,Date Request Converted,Was Request,Lost Operational Time (DD:HH:MM),Response Time(DD:HH:MM)
15/10/2014 22:44,TRUE,22979,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",sensor on steam clamp needs adjusting,,16/10/2014 02:12,4) As Soon As Practical,Completed,16/10/2014 00:09,TRUE,000 Days 00 Hrs 00 Mins,000 Days 01 Hrs 25 Mins
15/10/2014 03:34,TRUE,22964,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",sensors on steam test clamps need adjusting due to changing to different size traps,,15/10/2014 08:30,4) As Soon As Practical,Completed,15/10/2014 08:04,TRUE,000 Days 04 Hrs 56 Mins,000 Days 04 Hrs 26 Mins
07/10/2014 00:31,TRUE,22844,ATR001(1015)(A09),Middle test station alarming out time over,North,Assembly Hall,TD,"North,Assembly Hall,TD",Middle test station alarming out time over. Made adjustments to clamped position sensor. ok now. ,,07/10/2014 00:35,3) Urgent,Completed,,FALSE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 04 Mins
23/09/2014 05:13,TRUE,22644,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","TD steam clamp 1 and 2 not working after change over ( sensors )
Spoke to Chris section leader explained the sensors do not have the range to always pick upon the cylinders movment, and sensors with a wider range may well  solve this issue and Grahams aware of this, also explained that if the inccorrect jigs or wider rubbers are used this can also creat this problem, he insists the correct parts are being used. I offered to make adjustments to the sensors but he says he has no work to put through at the moment, could use a single product but this only gives the ok for this unit. Greed to shut down this break down and he will submitt a new request when required.",,23/09/2014 08:34,4) As Soon As Practical,Completed,23/09/2014 07:52,TRUE,000 Days 00 Hrs 00 Mins,000 Days 02 Hrs 44 Mins
16/09/2014 08:34,TRUE,22545,ATR001(1015)(A09),H&S ISSUE TEMP REPAIR MADE,North,Assembly Hall,TD,"North,Assembly Hall,TD","No plastic bulb cover on main power switch.
POWER INDICATOR LIGHT ON MAIN CONTROL PANEL MISSING LAMP & LENS COVER. LAMP RATED AT 110 VAC ( NONE IN STOCK). TEMP FIX FITTED S/H LENS COVER FOR SAFETY PROTECTION. THIS IS NOT THE CORRECT LENS FOR LAMPHOLDER. NEW LAMPHOLDER & LAMP WILL NEED TO BE ORDERED. ORDER FORM SENT TO S.DAVIS TO SORCE/ORDER NEW LAMPHOLDER/LAMP.
24/9/14  RECEIVED NEW LAMPHOLDER/LAMP, PRODUCTION WINDOW WILL BE NEEDED TO FIT IT.","24/9/14  RECEIVED NEW LAMPHOLDER/LED, PRODUCTION WINDOW WILL BE NEEDED TO FIT IT. 9/10/14  FITTED NEW LAMPHOLDER/LED, SUPPLY LIGHT NOW WORKING. LABLED SUPPLY LIGHT & PUSH BUTTON FOR RESET/START.",09/10/2014 09:44,1) Health and Safety,Completed,,FALSE,000 Days 00 Hrs 44 Mins,000 Days 00 Hrs 00 Mins
15/09/2014 10:40,TRUE,22535,ATR001(1015)(A09),H&S ISSUE TEMP REPAIR MADE,North,Assembly Hall,TD,"North,Assembly Hall,TD","No plastic bulb cover on main power switch.
POWER INDICATOR LIGHT ON MAIN CONTROL PANEL MISSING LAMP & LENS COVER. LAMP RATED AT 110 VAC ( NONE IN STOCK). TEMP FIX FITTED S/H LENS COVER FOR SAFETY PROTECTION. THIS IS NOT THE CORRECT LENS FOR LAMPHOLDER. NEW LAMPHOLDER & LAMP WILL NEED TO BE ORDERED.",,16/09/2014 09:00,3) Urgent,Completed,16/09/2014 08:26,TRUE,000 Days 00 Hrs 00 Mins,000 Days 21 Hrs 05 Mins
09/09/2014 08:40,TRUE,22462,ATR001(1015)(A09),GRAHAM THOMAS IS THE ENGINEER.,North,Assembly Hall,TD,"North,Assembly Hall,TD","Showing TD clamp 2 error on screen ( sensor issue ).
INFORMED BY OPERATOR THAT G.THOMAS HAS LOOKED AT THE FAULT PROBLEM.
3/11/14 REQUESTED BY T.HALFORD TO CLOSE DOWN THIS REQUEST.",,03/11/2014 10:50,2) Critical,Completed,09/09/2014 08:46,TRUE,000 Days 00 Hrs 00 Mins,055 Days 01 Hrs 20 Mins
29/08/2014 09:59,TRUE,22320,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","E-Stop on main panel not working. Please lock off machine until fixed. - Traced to actuator on switch - no spares, repaired switch and tested ok",,29/08/2014 14:46,1) Health and Safety,Completed,29/08/2014 12:19,TRUE,000 Days 04 Hrs 47 Mins,000 Days 01 Hrs 51 Mins
22/08/2014 08:37,TRUE,22237,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Another request to finish job that was started. Please finish installation of sensors to clamping cylinders under TD auto test rig steam station (3 cylinders, 6 sensors). Another breakdown due to tie wrapped sensors moving, temporarily fix by engineer this morning.","Since the last request the cable runs are completed and the cables are sat at the place of there termination,  we now require window to discconect excisting wiring and connect in the new and set up sensors positions, then removed the old cables from the machine.

This job has been completed now on another request, the sensors were positioned by SDadge and Graham Thomas. 29/9/14",04/09/2014 08:39,2) Critical,Completed,23/08/2014 08:59,TRUE,013 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
22/07/2014 15:21,TRUE,21656,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Finish wiring in sensors on steam clamps,"The installation for these sensors is complete and have been working correctly for nearly two weeks now, although it still remains for the old wiring to be disentangled from the machine and removed completely.  Most of this work has been booked to other work orders raised.",09/09/2014 08:32,2) Critical,Completed,23/07/2014 07:52,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
11/07/2014 08:59,TRUE,21456,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",TD test station 2 clamp sensor requires adjusting please - Now running - sensor had been disconnected?,,11/07/2014 10:54,2) Critical,Completed,11/07/2014 10:53,TRUE,000 Days 01 Hrs 40 Mins,000 Days 00 Hrs 16 Mins
09/07/2014 09:50,TRUE,21402,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Replace gripper Festo DHPS-35 on air decay arm. - wip - m/c still ok to run - Walt
Been asked to move to a breakdown, as dropping lots of traps.
Replacement sourced from Roger Fern and has beed fitted by PED - Still checking with Stuart Davis on backup spare.",,09/07/2014 15:50,2) Critical,Completed,11/07/2014 11:00,TRUE,000 Days 06 Hrs 00 Mins,000 Days 00 Hrs 11 Mins
07/07/2014 12:53,TRUE,21360,ATR001(1015)(A09),POSSIBLE SOFTWARE FAULT,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air arm out of allignment , wont reset back to correct position.
D.HART & G.THOMAS ARE WORKING ON THE FAULT PROBLEM.

Completed and closed. (THS, 4/2/16)",,07/07/2014 16:00,2) Critical,Completed,07/07/2014 13:52,TRUE,000 Days 03 Hrs 07 Mins,000 Days 02 Hrs 22 Mins
03/07/2014 16:35,TRUE,21321,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Network cable for PLC - ref Steve Dadge (see Will Hatch or Dave Hart),Made up cable as required green 1-1 green/white2-2 orange4-5 blue5-4  Cat 5 cable into RJ45s other terminals empty.,04/07/2014 08:23,2) Critical,Completed,04/07/2014 08:20,TRUE,000 Days 16 Hrs 08 Mins,000 Days 00 Hrs 00 Mins
12/06/2014 16:37,TRUE,20991,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Fit cylinder sensors ,Completed on another works request.,04/09/2014 14:09,2) Critical,Completed,18/06/2014 13:31,TRUE,000 Days 00 Hrs 06 Mins,000 Days 00 Hrs 00 Mins
10/06/2014 10:16,TRUE,20944,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air decay clamp not retracting fully,have bled trapped air in ctlinder and now returning fully,11/06/2014 08:45,2) Critical,Completed,10/06/2014 12:27,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
08/05/2014 20:11,TRUE,20424,ATR001(1015)(A09),won't run,North,Assembly Hall,TD,"North,Assembly Hall,TD","Parts not being picked up by robot - Traced to optical switch, set to work correctly",,08/05/2014 21:02,3) Urgent,Completed,,FALSE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 12 Mins
02/05/2014 12:40,TRUE,20319,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",fit overflow pipe from drain hopper to tank to prevent spills when pipe becomes blocked,fitted overflow,02/05/2014 16:30,2) Critical,Completed,03/05/2014 07:39,TRUE,000 Days 03 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
30/04/2014 10:21,TRUE,20286,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Strainer requires cleaning - catch tank is full due to blockage.,down pipe between strainer and hopper was block. need to fit overflow pipe to prevent future spill.,30/04/2014 11:45,2) Critical,Completed,30/04/2014 11:20,TRUE,000 Days 00 Hrs 25 Mins,000 Days 00 Hrs 00 Mins
10/04/2014 18:27,TRUE,20034,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",power supply tripped out when switched on - Tested now working ok,,10/04/2014 20:15,2) Critical,Completed,10/04/2014 20:13,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 47 Mins
07/04/2014 12:18,TRUE,19956,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Pipe in taps so operators do not have to access inside guards to drain oil dip areas.,connect the two tank together inside the m/c & take the drain pipe outside the m/c so it is easyer to drain waste oil,14/04/2014 16:45,1) Health and Safety,Completed,16/04/2014 08:03,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
04/04/2014 11:44,TRUE,19921,ATR001(1015)(A09),replace part,North,Assembly Hall,TD,"North,Assembly Hall,TD","Fit new Pinza Parallel grippers to rig, at the steam station pick and place section","This work is to be done Saturday am was friday but changed due to work load, have been told rig will be aviable, 

Waited one hour for rig to be avaiable, then changed Pinza Parallel grippers assy, cleaned all parts to be reused to remove grime before reassembley located proximity switched in same locaton as on previous assy, but some fine adjustments may be required if internals are different will check first thing monday.",05/04/2014 10:52,3) Urgent,Completed,,FALSE,000 Days 01 Hrs 22 Mins,000 Days 00 Hrs 00 Mins
04/04/2014 07:31,TRUE,19913,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Inspect pick and place arm on dip station for air leaks, pipework and z axis cylinder. Not lifting quickly enough, causing it to crash into dip tray","Agreed complete with Graham Thomas. Time, Date and Engineer estimated. (THS 4,10,16)",04/04/2014 12:00,2) Critical,Completed,04/10/2016 10:36,TRUE,000 Days 04 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
03/04/2014 12:54,TRUE,19896,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Fit upgraded cylinder with new sensors to steam clamping system. To prevent sensor moving as currently held on with cable ties. Cylinders with GMT.,REPLACED CYLINDERS AND MOUNTED SENSORS.(steve dadge to rewire up to new plugs as poor existing cables),06/06/2014 13:00,2) Critical,Completed,09/06/2014 10:29,TRUE,001 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
26/03/2014 08:26,TRUE,19757,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","autorig steam test jaws not clamping tight enough
GIPPERS WERE NOT CLOSING UP FULLY DUE TO WORN PARTS. HAVE MODIFIED ONE OF THE GRIPERS TO COMPENSATE. NOW GRIPPING OK. WILL ORDER NEW FESTO GRIPPER UNIT AND FIT AT LATER DATE. ",,26/03/2014 11:15,2) Critical,Completed,26/03/2014 09:33,TRUE,000 Days 02 Hrs 49 Mins,000 Days 01 Hrs 04 Mins
25/03/2014 01:42,TRUE,19728,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","FAULT CODE ON MACHINE (OIL DIP PICK AND PLACE ROTARY ) DO NOT TOUCH UNLESS PED Engineer present

Fault at travling head sensor, signal cable broken internaly, did the rounds looking a replacement part could not find one what hasnt helped is the product information is missing of the broken one, as a quick fix i cut out the damaged sections and soldered the good sections back together this proved to be an effective quick repair, the product information is required so spares can be ordered. Need to speak to J. Wintel for this information.",,25/03/2014 11:10,2) Critical,Completed,25/03/2014 11:00,TRUE,000 Days 00 Hrs 00 Mins,000 Days 09 Hrs 28 Mins
20/03/2014 17:10,TRUE,19671,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",switch orientation of drip tray to aid drainage. hardline tap to drain without entering guarding.,"Started  Saturday morning to switch trays around but when trays were removed it exposed the area underneeth this was filthy covered in oil and grime this could only be accessed for cleaning or inspection when the trays are removed, so using hot soapy water i cleaned the frame work the trays and the surrounding areas wiped down the pipes and cables rerouted and rerfixed and remade bad connections to improve reliability reinstalled the trays and the pipe work. Reinstalled drip trays with the lowest section in the front as requested, drain pipe is to protrude through side pannels for easy of drain into bucket.",23/03/2014 08:19,3) Urgent,Completed,25/03/2014 11:12,TRUE,001 Days 00 Hrs 01 Mins,000 Days 00 Hrs 00 Mins
06/03/2014 08:05,TRUE,19423,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Phil, please re-pipe air for cooling probes into line that mean they turn off when rig is not running.",made necessary mods.,07/03/2014 13:00,2) Critical,Completed,08/03/2014 11:21,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
03/03/2014 15:38,TRUE,19365,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air decay rig leaking oil. please repair seal and bleed air from system.,stripped cylinder and replaced worn o-ring.  ,03/03/2014 17:30,2) Critical,Completed,03/03/2014 16:09,TRUE,000 Days 01 Hrs 45 Mins,000 Days 00 Hrs 00 Mins
17/02/2014 16:14,TRUE,19106,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Re-pipe station 1. See GMT for drawing. DKW request to be done this weekend 22nd Feb if not before if possible.,,26/02/2014 17:00,2) Critical,Completed,20/02/2014 12:32,TRUE,008 Days 07 Hrs 46 Mins,002 Days 18 Hrs 46 Mins
07/02/2014 03:13,TRUE,18930,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",OIR ARM HAS FALLEN OFF stripped replace broken screws reassy and reset reed switches,,07/02/2014 04:51,2) Critical,Completed,07/02/2014 03:37,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 24 Mins
22/01/2014 00:18,TRUE,18656,ATR001(1015)(A09),st3,North,Assembly Hall,TD,"North,Assembly Hall,TD",station 3  not workingmoved proxy on 3rd cylinder,,23/01/2014 01:35,3) Urgent,Completed,,FALSE,000 Days 23 Hrs 42 Mins,000 Days 00 Hrs 15 Mins
22/01/2014 06:48,TRUE,18639,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam test 2 clamp position sensor needs adjusting  will not work. - Reed switch out of position on lower clamp cylinder - set,,22/01/2014 08:06,2) Critical,Completed,22/01/2014 08:05,TRUE,000 Days 00 Hrs 00 Mins,000 Days 01 Hrs 07 Mins
21/01/2014 02:05,TRUE,18620,ATR001(1015)(A09),Steam test,North,Assembly Hall,TD,"North,Assembly Hall,TD","Station 2 steam not moving
Cable tie broken on clamp sensor station 2, replaced ties and reset position",,21/01/2014 02:15,3) Urgent,Completed,,FALSE,000 Days 01 Hrs 15 Mins,000 Days 00 Hrs 15 Mins
17/12/2013 12:09,TRUE,18108,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Please adjust DP to supply 8 bar to test rig.,"made adjustment to 3 x dp,s",17/12/2013 15:00,2) Critical,Completed,18/12/2013 07:48,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
03/12/2013 12:36,TRUE,17849,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",fluid leaking from air regulator on auto rig,REPLACED FAULTY SXS LUBRICATOR WITH  LATER MODEL AS OBSOLETE PART.,04/12/2013 10:15,3) Urgent,Completed,04/12/2013 08:45,TRUE,000 Days 01 Hrs 29 Mins,000 Days 00 Hrs 00 Mins
31/10/2013 15:50,TRUE,17286,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Please manufacture and mount OMS bracket to TD Auto rig,made hanger frame and fitted to rig,07/11/2013 11:00,2) Critical,Completed,05/11/2013 16:12,TRUE,000 Days 20 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
31/10/2013 14:29,TRUE,17283,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Please manufacture and fit supporting brackets to air decay linear arms to prevent them from moving.,made and fitted aluminium brackets,06/11/2013 11:30,2) Critical,Completed,05/11/2013 16:12,TRUE,000 Days 03 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
31/10/2013 09:00,TRUE,17275,ATR001(1015)(A09),PRODUCTION ENGINEERING FLAUT,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air arm misaligning.
OPERATOR REPORTED THAT HYDROLIC CLAMP FOR HOLDING TESTING COMPONET WOULD INTERMITTANTLY JAM & NOT FULLY OPEN TO RELEASE THE COMPONET FOR THE AIR ARM TO PICK UP. THIS IS BEING CAUSED BECAUSE THE HYDROLIC SHARFT WHICH HAS A GUIDE FLAT ON IT IS TRAVELING TOO FAR FORWARD TO CLAMP THE COMPONET & PASSING THE GUIDE BLOCK ON THE HYDROLIC CYLINDER & IF THE HYDROLIC SHARFT TWISTS THE GUIDE FLAT ON THE SHARFT WILL FOUL ON THE GUIDE BLOCK ON THE HYDROLIC CYLINDER ( HYDROLIC CYLINDER WAS PROBABLY ORGINALLY DESIGNED FOR LONGER COMPONETS ). SHOWED A.STEVENS & GRAHAM THOMAS THE PROBLEM & SUGGESTED A LONGER GUIDE BLOCK ON THE HYDROLIC CYLINDER OR THICKER SEALS ON THE HYDROLIC SHARFT THAT CLAMPS THE COMPONET.",completed,04/11/2013 12:00,3) Urgent,Completed,,FALSE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
30/10/2013 12:07,TRUE,17264,ATR001(1015)(A09),PRODUCTION ENGINEERING FLAUT,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air arm misaligning.
OPERATOR REPORTED THAT HYDROLIC CLAMP FOR HOLDING TESTING COMPONETWOULD INTERMITTANTLY JAM & NOT FULLY OPEN TO RELEASE THE COMPONET FOR THE AIR ARM TO PICK UP. THIS IS BEING CAUSED BECAUSE THE HYDROLIC SHARFT WHICH HAS A GUIDE FLAT ON IT IS TRAVELING TOO FAR FORWARD TO CLAMP THE COMPONET & PASSING THE GUIDE BLOCK ON THE HYDROLIC CYLINDER & IF THE HYDROLIC SHARFT TWISTS THE GUIDE FLAT ON THE SHARFT WILL FOUL ON THE GUIDE BLOCK ON THE HYDROLIC CYLINDER ( HYDROLIC CYLINDER WAS PROBABLY ORGINALLY DESIGNED FOR LONGER COMPONETS ). SHOWED A.STEVENS & GRAHAM THOMAS THE PROBLEM & SUGGESTED A LONGER GUIDE BLOCK ON THE HYDROLIC CYLINDER OR THICKER
SEALS ON THE HYDROLIC SHARFT THAT CLAMPS THE COMPONET.",,31/10/2013 09:04,2) Critical,Completed,31/10/2013 08:12,TRUE,000 Days 00 Hrs 00 Mins,000 Days 19 Hrs 38 Mins
29/10/2013 09:09,TRUE,17236,ATR001(1015)(A09),MAIN STEAM ACTUATOR U/S,North,Assembly Hall,TD,"North,Assembly Hall,TD","We can hear an air leak overhead pipework causing malfunction on the rig.
SOLINIOD AIR CONTOLLLED VALVE ON ACTUATOR FOR MAIN STEAM TO TEST RIG EXTAUSTING AIR ON VALVE EXTAUST PORT & ACTUATOR NOT OPENING MAIN STEAM VALVE. TRYED LUBRATING AIR LINE SUPPLY TO SOLINIOD  AIR VALVE ( AIR LUBRATOR ON MAIN AIR SUPPLY TO TEST RIG EMPTY, TOPPED UP WITH AIR OIL). BUT THIS MADE NO DIFFERANCE, CHANGED SOLINIOD AIR VALVE FOR NEW ONE, BUT THIS MADE NO DIFFERANCE. ISOLATED MAIN STEAM & REMOVED COMPLETE ACTUATOR FROM MAIN STEAM VALVE. MAIN STEAM VALVE FREE NOT JAMMED TRYED ACTUATOR ELECTRICALLY & MANUALLY BUT IT WOULD NOT MOVE JAMMED. FITTED NEW ACTUATOR WITH NEW SOLINIOD AIR VALVE, ACTUATOR IS NOW OPENING & CLOSING MAIN STEAM VALVE.",,29/10/2013 13:46,2) Critical,Completed,29/10/2013 09:14,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 05 Mins
02/10/2013 01:59,TRUE,16594,ATR001(1015)(A09),Breakdown,North,Assembly Hall,TD,"North,Assembly Hall,TD","Stations 2 and 3 not releasing on steam test
Adjusted reed switches, checked operation",,02/10/2013 02:00,3) Urgent,Completed,,FALSE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
01/10/2013 11:39,TRUE,16583,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","TD no 2 clamp - sensor needs adjusting
ADJUSTED",,01/10/2013 14:00,2) Critical,Completed,01/10/2013 13:40,TRUE,000 Days 02 Hrs 21 Mins,000 Days 02 Hrs 01 Mins
24/09/2013 00:08,TRUE,16454,ATR001(1015)(A09),adjust proxies,North,Assembly Hall,TD,"North,Assembly Hall,TD",proxy switches out of adjustment,,24/09/2013 22:50,3) Urgent,Completed,,FALSE,000 Days 00 Hrs 50 Mins,000 Days 00 Hrs 10 Mins
20/09/2013 08:27,TRUE,16387,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","TD clamp no 1 intermitently not working on steam test - sensor needs adjusting please.
ADJUSTED SENSOR ON CLAMPING CYL No 1. STATION NOW SEEMS TO BE WORKING CORRECTLY.",,20/09/2013 09:09,2) Critical,Completed,20/09/2013 08:36,TRUE,000 Days 00 Hrs 42 Mins,000 Days 00 Hrs 03 Mins
15/09/2013 10:54,TRUE,16305,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam clamp no.2 needs adjusting please - freezes after test,,15/09/2013 12:15,2) Critical,Completed,16/09/2013 10:31,TRUE,000 Days 01 Hrs 21 Mins,000 Days 00 Hrs 06 Mins
16/08/2013 07:56,TRUE,15878,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","TD clamp sensor needs adjusting
LUBRICATED CLAMP ASSEMBLY AS WAS STICKING.",,16/08/2013 10:00,2) Critical,Completed,16/08/2013 10:04,TRUE,000 Days 02 Hrs 04 Mins,000 Days 01 Hrs 04 Mins
15/08/2013 13:49,TRUE,15865,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Td clamp 1 needs adjusting.
UNCLAMP SENOR NOT MAKING BECAUSE 3/4 INCH TRAPS ARE AT PRESENT BEING TESTED. ADJUSTED SENSOR STATION 1 STEAM
TEST IS NOW WORKING CORRECTLY.",,15/08/2013 14:45,2) Critical,Completed,15/08/2013 13:53,TRUE,000 Days 00 Hrs 56 Mins,000 Days 00 Hrs 04 Mins
10/08/2013 06:17,TRUE,15776,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Strainer blocked on the overflow tank
SEEMS TO HAVE BEEN OVERLOOKED AS WAS LAST CLEANED BY ME ONE MONTH PREVIOUSLY",,12/08/2013 08:30,2) Critical,Completed,12/08/2013 09:18,TRUE,002 Days 02 Hrs 13 Mins,002 Days 01 Hrs 43 Mins
01/08/2013 13:23,TRUE,15646,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","TD clamp 2 error on PLC - sensors probably need adjusting.
STATION 2 STEAM CLAMP STICKING NOT CLAMPING COMPONET. LUBRICATED CLAMP MOVING JOINTS, CLAMP NOW OPERATING CORRECTLY.",,01/08/2013 14:20,2) Critical,Completed,01/08/2013 13:33,TRUE,000 Days 00 Hrs 57 Mins,000 Days 00 Hrs 07 Mins
25/07/2013 10:04,TRUE,15526,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Trace wires for sensors back to cabinet. Steve Dadge supplied with sensors.,"mounted sensors in brackets appllied aditional grommeted holes into trunking to feed cables to provide neat cable run, then obtained and mounted  connection box onto rig frame to use as a junction box for sensor cables to connect with multi core cable which runs accross to main control cabinate. Have connected both cables together and placed a copy of the connection colour ledgend in the blue box for this rig, this will be required connection into the terminals inthe control cabinate.",28/07/2013 13:00,2) Critical,Completed,29/07/2013 14:34,TRUE,001 Days 03 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
11/07/2013 10:52,TRUE,15258,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air and steam linear drive faults on control panel
","No further trace of this fault was found at time on investigation, have approached Chris the section leader since and hes had no further issues with these drives. 

Put this report down as a missunderstanding or a rare intermitant fault and respond accordingly at time.",19/09/2013 09:19,2) Critical,Completed,19/09/2013 08:11,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
08/07/2013 12:51,TRUE,15181,ATR001(1015)(A09),POSSIBLE HIGH TEMP EFFECTING LINEAR DRIVE.,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air arm keeps misaligning and crushing the track.
OPERATOR REPORTED THAT THE AIR TEST LINEAR ARM IS GOING OUT OF POSITION INTERMITTENTLY. GOT OPERATOR TO DO A FULL RESET ON THE AUTO LINE & AT PRESENT THE LINEAR ARM IS WORKING CORRECTLY, SURPECT THAT THE HIGH TEMPERATURE ON THE SHOP FLOOR AT PRESENT IS EFFECTING THE LINEAR CONTROL MAKING IT LOOSE ITS PARAMETERS. A COOLING FAN WAS FITTED TO TO AIR TEST LINEAR CONTROL CABINATE SOME YEARS AGO BECAUSE THIS THIS FLAUT & THAT IS STILL WORKING. INFORMED D.HART OF THE ABOVE FLAUT & HE IS GOING TO INVESTIGATE.",,08/07/2013 14:32,2) Critical,Completed,08/07/2013 13:36,TRUE,000 Days 01 Hrs 41 Mins,000 Days 00 Hrs 39 Mins
28/06/2013 11:56,TRUE,15065,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Wire 5 new sensors back to PLC cabinet

Finding time to fit cables when the rig is not in use is not working out at the moment.","Purchased then fitted a new plastic box along trackside to recieve and connect the cabes I had installed from new sensor locations, then run in a new multi way cable from this connection box to the main control cabinate. The multi way cabnle was to connect to PLC outputs, When I recieved   details of the terminals to use I found they were already in use, I then had to trace these cables back through into the machine to find out where they go, I then found they were not being used but end at termination locations. At this point it was obious that the installation i had previously been asked to install was not required. At this point a new installation design was required.",07/10/2013 08:32,2) Critical,Completed,15/07/2013 10:37,TRUE,003 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
